Latitude,Longitude,Date,MODIS_Tile,MOD13A3_006_Line_Y_1km,MOD13A3_006_Sample_X_1km,MOD13A3_006__1_km_monthly_EVI,MOD13A3_006__1_km_monthly_NDVI,MOD13A3_006__1_km_monthly_VI_Quality,MOD13A3_006__1_km_monthly_VI_Quality_bitmask,MOD13A3_006__1_km_monthly_VI_Quality_MODLAND,MOD13A3_006__1_km_monthly_VI_Quality_MODLAND_Description,MOD13A3_006__1_km_monthly_VI_Quality_VI_Usefulness,MOD13A3_006__1_km_monthly_VI_Quality_VI_Usefulness_Description,MOD13A3_006__1_km_monthly_VI_Quality_Aerosol_Quantity,MOD13A3_006__1_km_monthly_VI_Quality_Aerosol_Quantity_Description,MOD13A3_006__1_km_monthly_VI_Quality_Adjacent_cloud_detected,MOD13A3_006__1_km_monthly_VI_Quality_Adjacent_cloud_detected_Description,MOD13A3_006__1_km_monthly_VI_Quality_Atmosphere_BRDF_Correction,MOD13A3_006__1_km_monthly_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13A3_006__1_km_monthly_VI_Quality_Mixed_Clouds,MOD13A3_006__1_km_monthly_VI_Quality_Mixed_Clouds_Description,MOD13A3_006__1_km_monthly_VI_Quality_Land/Water_Mask,MOD13A3_006__1_km_monthly_VI_Quality_Land/Water_Mask_Description,MOD13A3_006__1_km_monthly_VI_Quality_Possible_snow/ice,MOD13A3_006__1_km_monthly_VI_Quality_Possible_snow/ice_Description,MOD13A3_006__1_km_monthly_VI_Quality_Possible_shadow,MOD13A3_006__1_km_monthly_VI_Quality_Possible_shadow_Description
0.297841,32.55506,2017-11-01,h21v08,1164.0,306.0,0.1305,0.3288,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2017-12-01,h21v08,1164.0,306.0,0.1631,0.3359,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2018-01-01,h21v08,1164.0,306.0,0.1582,0.3202,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2018-02-01,h21v08,1164.0,306.0,0.145,0.2736,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2018-03-01,h21v08,1164.0,306.0,0.1519,0.2733,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2018-04-01,h21v08,1164.0,306.0,0.1895,0.3764,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2018-05-01,h21v08,1164.0,306.0,0.2201,0.3913,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2018-06-01,h21v08,1164.0,306.0,0.2097,0.3569,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2018-07-01,h21v08,1164.0,306.0,0.1718,0.3054,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2018-08-01,h21v08,1164.0,306.0,0.1684,0.3159,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2018-09-01,h21v08,1164.0,306.0,0.1913,0.387,2513.0,0b0000100111010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2018-10-01,h21v08,1164.0,306.0,0.2328,0.3945,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2018-11-01,h21v08,1164.0,306.0,0.2181,0.3454,2513.0,0b0000100111010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2018-12-01,h21v08,1164.0,306.0,0.2061,0.3392,2513.0,0b0000100111010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2019-01-01,h21v08,1164.0,306.0,0.2015,0.3549,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2019-02-01,h21v08,1164.0,306.0,0.1747,0.3264,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2019-03-01,h21v08,1164.0,306.0,0.1692,0.2947,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.297841,32.55506,2019-04-01,h21v08,1164.0,306.0,0.2058,0.344,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
