Latitude,Longitude,Date,MODIS_Tile,MOD13A3_006_Line_Y_1km,MOD13A3_006_Sample_X_1km,MOD13A3_006__1_km_monthly_EVI,MOD13A3_006__1_km_monthly_NDVI,MOD13A3_006__1_km_monthly_VI_Quality,MOD13A3_006__1_km_monthly_VI_Quality_bitmask,MOD13A3_006__1_km_monthly_VI_Quality_MODLAND,MOD13A3_006__1_km_monthly_VI_Quality_MODLAND_Description,MOD13A3_006__1_km_monthly_VI_Quality_VI_Usefulness,MOD13A3_006__1_km_monthly_VI_Quality_VI_Usefulness_Description,MOD13A3_006__1_km_monthly_VI_Quality_Aerosol_Quantity,MOD13A3_006__1_km_monthly_VI_Quality_Aerosol_Quantity_Description,MOD13A3_006__1_km_monthly_VI_Quality_Adjacent_cloud_detected,MOD13A3_006__1_km_monthly_VI_Quality_Adjacent_cloud_detected_Description,MOD13A3_006__1_km_monthly_VI_Quality_Atmosphere_BRDF_Correction,MOD13A3_006__1_km_monthly_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13A3_006__1_km_monthly_VI_Quality_Mixed_Clouds,MOD13A3_006__1_km_monthly_VI_Quality_Mixed_Clouds_Description,MOD13A3_006__1_km_monthly_VI_Quality_Land/Water_Mask,MOD13A3_006__1_km_monthly_VI_Quality_Land/Water_Mask_Description,MOD13A3_006__1_km_monthly_VI_Quality_Possible_snow/ice,MOD13A3_006__1_km_monthly_VI_Quality_Possible_snow/ice_Description,MOD13A3_006__1_km_monthly_VI_Quality_Possible_shadow,MOD13A3_006__1_km_monthly_VI_Quality_Possible_shadow_Description
0.3141877,32.5901072,2017-11-01,h21v08,1162.0,310.0,0.1514,0.304,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2017-12-01,h21v08,1162.0,310.0,0.1631,0.3343,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2018-01-01,h21v08,1162.0,310.0,0.1542,0.3232,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2018-02-01,h21v08,1162.0,310.0,0.1516,0.284,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2018-03-01,h21v08,1162.0,310.0,0.1815,0.3232,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2018-04-01,h21v08,1162.0,310.0,0.1897,0.3672,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2018-05-01,h21v08,1162.0,310.0,0.2025,0.3991,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2018-06-01,h21v08,1162.0,310.0,0.2339,0.397,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2018-07-01,h21v08,1162.0,310.0,0.1489,0.3096,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2018-08-01,h21v08,1162.0,310.0,0.17,0.3082,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2018-09-01,h21v08,1162.0,310.0,0.2208,0.3904,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2018-10-01,h21v08,1162.0,310.0,0.2312,0.3872,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2018-11-01,h21v08,1162.0,310.0,0.2379,0.401,2513.0,0b0000100111010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2018-12-01,h21v08,1162.0,310.0,0.204,0.3688,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2019-01-01,h21v08,1162.0,310.0,0.2085,0.3711,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2019-02-01,h21v08,1162.0,310.0,0.1827,0.3439,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
0.3141877,32.5901072,2019-03-01,h21v08,1162.0,310.0,0.1663,0.2663,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
