"Time (UTC)","Barometric Pressure (mbar)","Temperature (degrees F)","Dewpoint (degrees F)","Relative Humidity (%)","Wind speed (mph)","Wind direction (degrees)","Analysis Barometric Pressure (mbar)","Analysis Temperature (degrees F)","Analysis Dewpoint (degrees F)","Analysis Relative Humidity (%)","Analysis Wind speed (mph)","Analysis Wind direction (degrees)"
2017-05-08 15:00:00,1005.17,73.4,67.5,81,0,0,,,,,,
2017-05-09 06:00:00,1008.07,74.3,67.6,79,4,180,,,,,,
2017-05-09 15:00:00,1004.50,77.7,66.9,69,3,180,,,,,,
2017-05-10 15:00:00,1004.61,75.2,68.5,79,0,0,,,,,,
2017-05-11 06:00:00,,71.6,68.4,89,2,290,,,,,,
2017-05-11 09:00:00,1008.07,78.8,69.4,73,5,90,,,,,,
2017-05-11 12:00:00,1006.06,79.7,67.6,66,4,180,,,,,,
2017-05-12 09:00:00,1009.75,77.0,67.6,72,4,180,,,,,,
2017-05-13 06:00:00,1008.85,72.0,67.6,86,0,0,,,,,,
2017-05-13 12:00:00,1006.17,80.6,67.1,63,7,90,,,,,,
2017-05-14 06:00:00,1008.74,68.9,67.6,95,0,0,,,,,,
2017-05-14 09:00:00,1009.08,74.8,67.3,77,3,180,,,,,,
2017-05-14 12:00:00,1006.28,78.8,65.8,64,2,160,,,,,,
2017-05-14 15:00:00,1004.94,78.4,67.1,68,2,140,,,,,,
2017-05-15 06:00:00,1009.41,70.2,68.4,94,0,0,,,,,,
2017-05-15 09:00:00,1009.97,69.8,67.1,91,4,230,,,,,,
2017-05-15 12:00:00,1006.95,78.1,67.3,69,2,230,,,,,,
2017-05-16 15:00:00,1005.61,77.4,66.0,68,4,160,,,,,,
2017-05-17 15:00:00,1004.83,74.8,67.3,77,4,180,,,,,,
2017-05-18 09:00:00,,73.0,68.7,86,0,0,,,,,,
2017-05-19 06:00:00,1012.09,66.6,64.8,93,2,160,,,,,,
2017-05-19 09:00:00,1011.54,72.5,65.8,79,2,110,,,,,,
2017-05-19 12:00:00,1008.07,79.5,66.6,64,6,110,,,,,,
2017-05-19 15:00:00,1007.85,77.0,66.2,69,7,140,,,,,,
2017-05-20 06:00:00,1011.54,68.4,67.8,98,0,0,,,,,,
2017-05-20 09:00:00,1010.98,75.6,66.9,74,2,180,,,,,,
2017-05-20 12:00:00,1008.30,79.7,65.5,61,3,180,,,,,,
2017-05-20 15:00:00,1007.85,77.9,66.4,67,2,160,,,,,,
2017-05-22 09:00:00,1008.30,72.5,67.5,84,6,180,,,,,,
2017-05-22 15:00:00,1004.83,77.9,66.7,68,3,120,,,,,,
2017-05-23 06:00:00,1009.19,70.7,68.0,91,0,0,,,,,,
2017-05-23 12:00:00,1007.40,78.8,65.3,63,4,160,,,,,,
2017-05-23 15:00:00,1006.62,77.9,65.8,66,3,200,,,,,,
2017-05-24 15:00:00,1006.17,77.9,67.1,69,4,160,,,,,,
2017-05-25 15:00:00,1004.94,77.9,66.7,68,8,110,,,,,,
2017-05-26 09:00:00,1008.18,81.0,65.7,59,3,110,,,,,,
2017-05-27 12:00:00,1006.95,80.6,65.8,60,4,180,,,,,,
2017-05-27 15:00:00,1006.28,78.8,65.3,63,2,180,,,,,,
2017-05-28 06:00:00,1011.54,70.2,64.2,81,2,360,,,,,,
2017-05-29 06:00:00,1009.97,72.0,65.5,80,0,0,,,,,,
2017-05-30 15:00:00,1008.52,64.4,64.4,100,0,0,,,,,,
2017-05-31 06:00:00,1012.21,67.1,67.1,100,0,0,,,,,,
2017-05-31 09:00:00,1011.42,74.3,67.6,79,2,250,,,,,,
2017-05-31 12:00:00,1009.08,79.7,65.5,61,2,270,,,,,,
2017-06-01 15:00:00,1008.18,73.4,65.8,77,0,0,,,,,,
2017-06-02 06:00:00,1010.31,72.5,68.0,85,2,110,,,,,,
2017-06-02 12:00:00,1007.63,80.2,66.7,63,3,230,,,,,,
2017-06-03 09:00:00,1010.87,76.1,69.4,79,5,180,,,,,,
2017-06-04 06:00:00,1010.20,69.4,66.7,91,0,0,,,,,,
2017-06-04 09:00:00,1010.08,79.9,65.8,62,2,180,,,,,,
2017-06-04 12:00:00,1007.18,79.7,65.5,61,2,230,,,,,,
2017-06-04 15:00:00,1006.73,77.4,67.1,70,4,160,,,,,,
2017-06-05 06:00:00,1009.30,72.5,68.5,87,0,0,,,,,,
2017-06-05 09:00:00,1009.41,81.5,68.0,63,2,270,,,,,,
2017-06-05 12:00:00,1007.18,79.2,67.8,68,5,180,,,,,,
2017-06-05 15:00:00,1005.95,78.8,67.5,68,4,180,,,,,,
2017-06-07 12:00:00,1006.73,81.3,66.7,61,5,270,,,,,,
2017-06-08 15:00:00,1005.73,76.6,66.9,72,0,0,,,,,,
2017-06-09 06:00:00,1009.41,69.8,66.6,89,0,0,,,,,,
2017-06-09 09:00:00,1008.85,78.8,66.9,67,2,110,,,,,,
2017-06-09 12:00:00,1007.18,80.6,66.0,61,6,160,,,,,,
2017-06-09 15:00:00,1006.62,76.1,66.7,72,2,250,,,,,,
2017-06-10 06:00:00,1008.74,72.5,69.1,89,2,250,,,,,,
2017-06-10 09:00:00,1008.85,78.8,66.9,67,3,180,,,,,,
2017-06-10 12:00:00,1006.84,81.3,64.0,55,6,160,,,,,,
2017-06-10 15:00:00,1006.17,78.8,65.3,63,4,140,,,,,,
2017-06-11 15:00:00,1004.50,77.7,65.8,66,2,160,,,,,,
2017-06-12 15:00:00,1005.17,77.0,64.9,66,3,160,,,,,,
2017-06-13 09:00:00,1007.29,79.2,66.2,64,4,160,,,,,,
2017-06-13 15:00:00,1005.28,77.9,65.3,65,6,270,,,,,,
2017-06-14 06:00:00,1007.51,74.3,67.6,79,3,180,,,,,,
2017-06-14 15:00:00,1005.05,76.6,68.0,74,4,180,,,,,,
2017-06-15 12:00:00,1007.29,78.8,65.3,63,2,250,,,,,,
2017-06-16 15:00:00,1006.06,72.3,66.4,81,2,230,,,,,,
2017-06-17 09:00:00,1007.29,78.8,65.3,63,3,900,,,,,,
2017-06-18 06:00:00,1007.51,68.9,66.6,92,0,0,,,,,,
2017-06-18 12:00:00,1005.28,77.0,64.9,66,2,160,,,,,,
2017-06-18 15:00:00,1004.72,74.8,63.5,67,2,180,,,,,,
2017-06-19 15:00:00,1006.17,77.4,63.9,63,2,180,,,,,,
2017-06-20 06:00:00,1009.52,69.4,66.7,91,0,0,,,,,,
2017-06-21 15:00:00,1005.50,77.0,64.0,64,2,90,,,,,,
2017-06-22 06:00:00,1008.41,70.5,67.8,91,0,0,,,,,,
2017-06-22 09:00:00,1008.52,79.7,61.7,54,2,270,,,,,,
2017-06-22 12:00:00,1006.17,82.4,64.0,53,3,230,,,,,,
2017-06-24 06:00:00,1008.85,66.2,66.2,100,0,0,,,,,,
2017-06-25 09:00:00,1009.41,78.4,64.4,62,4,270,,,,,,
2017-06-25 12:00:00,1007.07,78.8,64.2,61,3,250,,,,,,
2017-06-25 15:00:00,1006.17,77.0,64.0,64,4,180,,,,,,
2017-06-26 15:00:00,1006.28,77.0,66.2,69,4,180,,,,,,
2017-06-27 06:00:00,1007.96,72.5,68.0,85,0,0,,,,,,
2017-06-27 09:00:00,1007.85,78.8,64.2,61,5,180,,,,,,
2017-06-27 12:00:00,1006.28,77.0,64.9,66,2,180,,,,,,
2017-06-27 15:00:00,1005.28,75.2,64.9,70,0,0,,,,,,
2017-06-28 15:00:00,1006.06,75.6,65.8,71,4,180,,,,,,
2017-06-29 12:00:00,1009.97,65.3,65.3,100,4,160,,,,,,
2017-06-29 15:00:00,1008.18,66.6,64.9,94,4,180,,,,,,
2017-06-30 15:00:00,1006.40,76.1,64.0,66,7,180,,,,,,
2017-07-01 12:00:00,1007.18,78.8,64.8,62,4,230,,,,,,
2017-07-01 15:00:00,1006.51,77.0,64.0,64,4,160,,,,,,
2017-07-02 06:00:00,1009.19,68.4,65.1,89,0,0,,,,,,
2017-07-02 09:00:00,1008.85,77.0,64.9,66,2,290,,,,,,
2017-07-03 09:00:00,1010.08,69.8,66.6,89,0,0,,,,,,
2017-07-03 12:00:00,1006.51,76.1,66.2,71,0,0,,,,,,
2017-07-04 06:00:00,1009.19,65.3,62.6,90,0,0,,,,,,
2017-07-04 09:00:00,1009.75,75.2,63.1,66,2,320,,,,,,
2017-07-04 15:00:00,1006.84,73.4,65.8,77,2,180,,,,,,
2017-07-05 15:00:00,1008.52,66.2,66.2,100,0,0,,,,,,
2017-07-06 09:00:00,1011.42,74.3,62.8,67,3,270,,,,,,
2017-07-06 12:00:00,1008.97,73.4,64.8,74,3,180,,,,,,
2017-07-06 15:00:00,1007.85,73.4,65.3,75,2,270,,,,,,
2017-07-07 06:00:00,1011.65,65.8,63.7,92,0,0,,,,,,
2017-07-08 15:00:00,1008.41,73.8,65.3,74,3,180,,,,,,
2017-07-09 12:00:00,1008.74,77.9,60.4,55,6,160,,,,,,
2017-07-10 15:00:00,1006.62,77.0,63.5,63,3,180,,,,,,
2017-07-11 06:00:00,1010.53,67.1,64.4,91,0,0,,,,,,
2017-07-12 09:00:00,1012.09,71.6,63.5,75,0,0,,,,,,
2017-07-12 12:00:00,1009.52,75.6,64.2,67,0,180,,,,,,
2017-07-12 15:00:00,1008.74,76.1,62.6,63,0,0,,,,,,
2017-07-13 15:00:00,1006.95,77.7,64.6,64,0,0,,,,,,
2017-07-14 09:00:00,,76.6,66.9,72,0,0,,,,,,
2017-07-14 12:00:00,1006.84,65.3,65.3,100,0,0,,,,,,
2017-07-14 15:00:00,1006.17,78.4,65.5,64,4,160,,,,,,
2017-07-15 15:00:00,1006.95,68.0,68.0,100,0,0,,,,,,
2017-07-16 06:00:00,1009.52,66.2,66.2,100,2,90,,,,,,
2017-07-16 09:00:00,1009.75,75.6,66.9,74,4,270,,,,,,
2017-07-16 12:00:00,1007.29,78.8,64.0,60,4,270,,,,,,
2017-07-17 06:00:00,1010.20,68.0,66.7,95,0,0,,,,,,
2017-07-17 09:00:00,1010.53,76.1,66.2,71,2,270,,,,,,
2017-07-17 12:00:00,1008.52,77.9,64.4,63,2,70,,,,,,
2017-07-17 15:00:00,1007.40,77.0,64.9,66,2,160,,,,,,
2017-07-18 15:00:00,1008.07,78.8,64.8,62,5,160,,,,,,
2017-07-19 15:00:00,1007.74,75.6,66.9,74,4,140,,,,,,
2017-07-20 09:00:00,1010.42,72.0,,,3,320,,,,,,
2017-07-21 15:00:00,1004.72,77.9,64.4,63,2,160,,,,,,
2017-07-22 06:00:00,1009.08,69.8,64.9,84,6,320,,,,,,
2017-07-23 09:00:00,,74.1,66.6,77,0,0,,,,,,
2017-07-23 12:00:00,1007.96,74.3,67.6,79,2,70,,,,,,
2017-07-23 15:00:00,1006.17,71.6,66.7,84,0,0,,,,,,
2017-07-24 15:00:00,1006.51,75.2,61.7,62,3,160,,,,,,
2017-07-25 15:00:00,1008.07,66.6,66.6,100,2,290,,,,,,
2017-07-26 09:00:00,1009.75,77.9,65.3,65,6,270,,,,,,
2017-07-27 15:00:00,1006.28,78.8,64.0,60,0,0,,,,,,
2017-07-28 15:00:00,1006.84,73.4,64.8,74,4,180,,,,,,
2017-07-29 12:00:00,1008.85,71.2,67.8,88,0,0,,,,,,
2017-07-30 15:00:00,1005.28,76.1,64.6,67,5,180,,,,,,
2017-07-31 15:00:00,1006.73,77.0,65.1,66,4,180,,,,,,
2017-08-01 06:00:00,1011.42,69.4,64.6,84,0,0,,,,,,
2017-08-01 09:00:00,1010.87,73.4,67.5,81,3,320,,,,,,
2017-08-01 12:00:00,1008.85,77.0,65.1,66,6,270,,,,,,
2017-08-02 15:00:00,1009.19,74.8,65.7,73,4,180,,,,,,
2017-08-03 06:00:00,1010.31,75.2,66.6,74,0,0,,,,,,
2017-08-03 09:00:00,1010.53,77.9,64.4,63,3,90,,,,,,
2017-08-03 12:00:00,1009.08,81.3,58.6,46,4,180,,,,,,
2017-08-03 15:00:00,1007.18,76.3,63.9,65,3,160,,,,,,
2017-08-04 15:00:00,1005.73,72.3,68.0,86,4,180,,,,,,
2017-08-05 06:00:00,1009.75,68.0,66.7,95,0,0,,,,,,
2017-08-05 09:00:00,1009.75,77.4,66.6,69,4,320,,,,,,
2017-08-05 12:00:00,1007.07,76.6,63.0,62,12,140,,,,,,
2017-08-05 15:00:00,1005.39,77.0,63.5,63,2,180,,,,,,
2017-08-06 15:00:00,1005.84,78.8,64.0,60,2,180,,,,,,
2017-08-07 12:00:00,1006.73,81.7,63.9,54,0,0,,,,,,
2017-08-08 06:00:00,1009.52,68.9,64.9,87,2,20,,,,,,
2017-08-08 09:00:00,1010.08,76.1,66.7,72,6,320,,,,,,
2017-08-09 15:00:00,1005.50,75.2,65.5,71,2,140,,,,,,
2017-08-10 06:00:00,1009.86,65.8,65.1,97,6,320,,,,,,
2017-08-11 15:00:00,1007.29,73.4,66.7,79,2,270,,,,,,
2017-08-12 06:00:00,1010.42,66.2,66.2,100,4,160,,,,,,
2017-08-13 09:00:00,1008.97,77.9,64.4,63,0,0,,,,,,
2017-08-13 12:00:00,1006.95,76.6,64.8,66,5,140,,,,,,
2017-08-14 15:00:00,1005.05,77.0,63.5,63,2,180,,,,,,
2017-08-15 06:00:00,1008.41,68.0,65.3,91,0,0,,,,,,
2017-08-15 09:00:00,1007.96,78.8,65.3,63,2,290,,,,,,
2017-08-15 12:00:00,1005.05,79.7,64.9,60,6,180,,,,,,
2017-08-16 06:00:00,1008.30,68.9,66.2,91,0,0,,,,,,
2017-08-16 09:00:00,1007.74,70.7,66.7,87,0,0,,,,,,
2017-08-16 12:00:00,1004.72,76.1,64.0,66,0,0,,,,,,
2017-08-16 15:00:00,1003.49,77.4,64.8,65,2,180,,,,,,
2017-08-17 15:00:00,1004.61,77.0,66.7,70,0,0,,,,,,
2017-08-18 15:00:00,1004.50,70.5,65.7,84,0,0,,,,,,
2017-08-19 12:00:00,1006.28,79.9,62.1,54,4,160,,,,,,
2017-08-19 15:00:00,1005.28,77.0,64.9,66,6,160,,,,,,
2017-08-20 06:00:00,1009.52,68.7,65.5,89,0,0,,,,,,
2017-08-20 09:00:00,1008.97,77.0,66.2,69,4,20,,,,,,
2017-08-20 12:00:00,1006.40,79.7,64.9,60,4,20,,,,,,
2017-08-20 15:00:00,,77.0,64.6,65,3,180,,,,,,
2017-08-21 15:00:00,1003.60,77.0,64.9,66,2,140,,,,,,
2017-08-22 06:00:00,1007.85,68.7,66.6,92,5,20,,,,,,
2017-08-22 09:00:00,1008.63,74.3,64.9,72,4,50,,,,,,
2017-08-22 12:00:00,1006.17,78.8,62.1,56,6,50,,,,,,
2017-08-23 09:00:00,1008.18,77.0,63.5,63,4,180,,,,,,
2017-08-23 15:00:00,1003.60,78.8,65.3,63,2,200,,,,,,
2017-08-24 06:00:00,1006.40,72.5,64.4,75,6,320,,,,,,
2017-08-24 12:00:00,1003.83,82.8,64.8,54,4,160,,,,,,
2017-08-24 15:00:00,1003.49,68.9,67.6,95,4,180,,,,,,
2017-08-25 06:00:00,1007.85,67.1,67.1,100,0,0,,,,,,
2017-08-25 09:00:00,1006.95,77.7,67.3,70,4,90,,,,,,
2017-08-25 12:00:00,1004.61,70.9,68.7,92,0,0,,,,,,
2017-08-25 15:00:00,1004.72,71.6,67.6,87,4,270,,,,,,
2017-08-26 06:00:00,1007.51,67.1,65.8,95,3,20,,,,,,
2017-08-26 09:00:00,1007.40,78.1,67.8,70,3,340,,,,,,
2017-08-26 12:00:00,1004.61,81.0,65.7,59,0,0,,,,,,
2017-08-26 15:00:00,1004.61,73.8,65.7,75,2,160,,,,,,
2017-08-28 15:00:00,1004.61,75.2,63.1,66,3,20,,,,,,
2017-08-29 06:00:00,1009.08,67.1,63.1,87,5,270,,,,,,
2017-08-29 09:00:00,1007.96,77.9,64.4,63,4,50,,,,,,
2017-08-29 12:00:00,1004.83,80.6,64.4,57,0,0,,,,,,
2017-08-30 06:00:00,1009.41,64.4,64.4,100,4,20,,,,,,
2017-08-30 09:00:00,1009.08,69.4,65.1,86,4,320,,,,,,
2017-08-30 12:00:00,1007.07,74.3,64.9,72,2,90,,,,,,
2017-08-30 15:00:00,1006.40,70.7,65.3,83,3,20,,,,,,
2017-08-31 06:00:00,1009.41,67.6,66.9,97,4,340,,,,,,
2017-08-31 09:00:00,1009.30,77.0,67.3,72,6,50,,,,,,
2017-08-31 12:00:00,1006.06,79.7,64.9,60,5,20,,,,,,
2017-08-31 15:00:00,1005.17,79.2,64.0,59,2,270,,,,,,
2017-09-01 09:00:00,1008.74,77.0,64.9,66,4,270,,,,,,
2017-09-01 12:00:00,1006.84,70.9,66.6,86,4,180,,,,,,
2017-09-01 15:00:00,1005.28,71.2,68.0,89,0,0,,,,,,
2017-09-02 15:00:00,1004.72,74.8,67.3,77,4,180,,,,,,
2017-09-03 09:00:00,1008.74,75.9,67.3,74,2,20,,,,,,
2017-09-03 15:00:00,1005.28,69.8,65.8,87,3,180,,,,,,
2017-09-04 12:00:00,1008.30,75.9,63.0,64,0,0,,,,,,
2017-09-04 15:00:00,1008.07,72.5,63.7,73,6,90,,,,,,
2017-09-05 06:00:00,1011.42,66.6,64.4,92,0,0,,,,,,
2017-09-06 06:00:00,,70.2,64.8,83,3,340,,,,,,
2017-09-06 09:00:00,1010.53,78.8,67.3,67,2,90,,,,,,
2017-09-06 12:00:00,1006.62,73.4,69.4,87,0,0,,,,,,
2017-09-06 15:00:00,1006.95,74.3,68.9,83,0,0,,,,,,
2017-09-07 12:00:00,1006.73,79.2,65.1,62,2,90,,,,,,
2017-09-07 15:00:00,1005.50,78.8,62.6,57,5,230,,,,,,
2017-09-08 15:00:00,1004.50,75.9,66.7,73,4,180,,,,,,
2017-09-09 06:00:00,1008.18,71.6,66.7,84,2,50,,,,,,
2017-09-09 09:00:00,1007.51,79.7,64.9,60,2,270,,,,,,
2017-09-10 06:00:00,1008.41,69.4,67.3,92,0,0,,,,,,
2017-09-10 09:00:00,1008.85,77.0,67.6,72,0,0,,,,,,
2017-09-10 12:00:00,1006.28,71.2,65.3,81,2,320,,,,,,
2017-09-13 12:00:00,1003.83,77.4,64.9,65,2,180,,,,,,
2017-09-14 15:00:00,1006.06,70.2,65.8,86,2,20,,,,,,
2017-09-15 06:00:00,1009.86,67.1,64.4,91,0,0,,,,,,
2017-09-15 09:00:00,1009.64,77.0,66.2,69,4,90,,,,,,
2017-09-15 12:00:00,1005.95,78.8,65.3,63,3,90,,,,,,
2017-09-15 15:00:00,1005.17,80.6,63.1,55,0,0,,,,,,
2017-09-16 09:00:00,1008.41,80.2,67.3,64,2,360,,,,,,
2017-09-17 15:00:00,1005.50,72.3,69.6,91,4,180,,,,,,
2017-09-18 06:00:00,1009.75,68.0,65.3,91,0,0,,,,,,
2017-09-19 15:00:00,1006.40,69.1,68.5,98,0,0,,,,,,
2017-09-20 12:00:00,1007.18,79.9,66.2,63,4,140,,,,,,
2017-09-21 15:00:00,1004.94,75.9,64.0,66,2,180,,,,,,
2017-09-22 15:00:00,1005.95,75.2,64.4,69,2,200,,,,,,
2017-09-23 15:00:00,1005.84,76.1,69.4,79,0,0,,,,,,
2017-09-24 09:00:00,1009.52,77.0,66.2,69,5,70,,,,,,
2017-09-24 12:00:00,1005.73,80.6,60.4,50,5,90,,,,,,
2017-09-24 15:00:00,1005.61,73.4,65.3,75,2,320,,,,,,
2017-09-25 06:00:00,1007.51,68.0,66.4,94,3,50,,,,,,
2017-09-25 09:00:00,1006.51,78.8,64.8,62,2,90,,,,,,
2017-09-25 15:00:00,1004.05,68.0,64.2,87,2,50,,,,,,
2017-09-26 15:00:00,1003.16,80.6,65.8,60,2,20,,,,,,
2017-09-27 06:00:00,1009.19,72.0,69.3,91,0,0,,,,,,
2017-09-27 09:00:00,1009.08,73.4,68.5,84,2,250,,,,,,
2017-09-27 12:00:00,1006.06,75.6,66.9,74,3,180,,,,,,
2017-09-27 15:00:00,1004.83,79.5,67.1,65,2,110,,,,,,
2017-09-28 12:00:00,1004.72,82.4,64.9,55,4,180,,,,,,
2017-09-28 15:00:00,1004.50,79.9,65.8,62,0,0,,,,,,
2017-09-29 06:00:00,1007.63,66.9,65.8,96,0,0,,,,,,
2017-09-29 09:00:00,1007.40,73.8,65.7,75,0,0,,,,,,
2017-09-29 15:00:00,1004.50,75.2,65.3,71,0,0,,,,,,
2017-10-01 06:00:00,1008.41,71.6,65.1,80,4,20,,,,,,
2017-10-01 09:00:00,1007.96,79.7,63.9,58,2,160,,,,,,
2017-10-01 12:00:00,1005.39,80.6,64.4,57,5,110,,,,,,
2017-10-01 15:00:00,1005.39,75.6,65.8,71,4,180,,,,,,
2017-10-02 15:00:00,1003.60,78.8,64.2,61,2,180,,,,,,
2017-10-03 12:00:00,1004.61,69.8,62.2,76,2,270,,,,,,
2017-10-03 15:00:00,1002.71,77.7,66.9,69,3,290,,,,,,
2017-10-04 15:00:00,1004.83,78.4,66.6,67,4,180,,,,,,
2017-10-05 06:00:00,1008.07,72.5,67.1,83,2,70,,,,,,
2017-10-05 09:00:00,1007.74,78.8,68.0,69,4,160,,,,,,
2017-10-05 15:00:00,1004.38,79.2,65.1,62,3,180,,,,,,
2017-10-06 09:00:00,1006.40,81.5,62.6,52,4,160,,,,,,
2017-10-06 12:00:00,1003.71,82.4,63.5,52,2,160,,,,,,
2017-10-06 15:00:00,1002.93,79.3,67.8,67,2,180,,,,,,
2017-10-07 06:00:00,1007.51,69.4,66.0,88,2,270,,,,,,
2017-10-07 12:00:00,1003.49,83.3,64.4,53,2,140,,,,,,
2017-10-07 15:00:00,1001.93,80.6,65.5,60,2,180,,,,,,
2017-10-08 12:00:00,1002.82,83.3,64.4,53,6,90,,,,,,
2017-10-08 15:00:00,1001.93,80.6,65.5,60,4,160,,,,,,
2017-10-09 06:00:00,1005.50,72.5,66.4,81,6,270,,,,,,
2017-10-09 09:00:00,1005.17,78.8,65.3,63,8,270,,,,,,
2017-10-09 15:00:00,1002.37,73.4,66.7,79,0,0,,,,,,
2017-10-10 06:00:00,1007.96,65.1,65.1,100,0,0,,,,,,
2017-10-11 15:00:00,1003.71,72.3,65.8,80,2,20,,,,,,
2017-10-12 09:00:00,1007.74,76.1,64.6,67,4,160,,,,,,
2017-10-12 12:00:00,1005.50,78.8,66.9,67,4,270,,,,,,
2017-10-13 15:00:00,1004.16,77.4,65.5,66,3,180,,,,,,
2017-10-14 09:00:00,1008.30,70.5,67.3,89,2,90,,,,,,
2017-10-14 15:00:00,1003.71,77.0,64.0,64,4,230,,,,,,
2017-10-15 15:00:00,1005.84,77.0,65.7,68,2,200,,,,,,
2017-10-16 15:00:00,1005.28,81.5,66.2,59,0,0,,,,,,
2017-10-17 06:00:00,1008.85,72.3,67.3,84,3,290,,,,,,
2017-10-17 09:00:00,1007.85,80.6,67.1,63,3,50,,,,,,
2017-10-17 12:00:00,1004.16,82.0,68.0,62,0,0,,,,,,
2017-10-18 15:00:00,1003.38,72.3,68.0,86,0,0,,,,,,
2017-10-19 09:00:00,1009.52,72.5,67.5,84,3,70,,,,,,
2017-10-19 15:00:00,1006.28,74.3,67.1,78,2,70,,,,,,
2017-10-20 15:00:00,,68.7,190.0,100,0,0,,,,,,
2017-10-21 06:00:00,1010.08,68.4,67.3,96,2,70,,,,,,
2017-10-21 09:00:00,1009.64,77.0,66.2,69,3,180,,,,,,
2017-10-21 12:00:00,1005.84,81.5,65.7,58,3,180,,,,,,
2017-10-22 06:00:00,1010.08,67.3,66.2,96,2,270,,,,,,
2017-10-22 09:00:00,1009.30,77.0,64.6,65,2,90,,,,,,
2017-10-22 12:00:00,1006.51,79.7,65.5,61,2,160,,,,,,
2017-10-22 15:00:00,1004.61,77.9,65.8,66,0,0,,,,,,
2017-10-23 15:00:00,1004.61,71.6,66.2,83,2,180,,,,,,
2017-10-24 12:00:00,1005.17,80.6,61.7,52,6,180,,,,,,
2017-10-24 15:00:00,1004.61,77.9,61.7,57,2,180,,,,,,
2017-10-25 15:00:00,1003.38,75.2,68.5,79,2,250,,,,,,
2017-10-26 06:00:00,1007.74,70.5,67.3,89,0,0,,,,,,
2017-10-26 15:00:00,1004.27,78.4,66.6,67,4,180,,,,,,
2017-10-27 09:00:00,1005.84,77.9,65.8,66,0,0,,,,,,
2017-10-27 12:00:00,1002.60,82.0,63.7,53,2,180,,,,,,
2017-10-27 15:00:00,1002.37,77.0,67.3,72,2,270,,,,,,
2017-10-28 15:00:00,1002.15,77.4,67.5,71,0,0,,,,,,
2017-10-29 15:00:00,1002.93,73.8,67.3,80,6,180,,,,,,
2017-10-30 09:00:00,1007.07,68.9,63.9,84,0,0,,,,,,
2017-10-30 15:00:00,1004.50,75.7,63.7,66,2,180,,,,,,
2017-10-31 06:00:00,1008.85,68.0,65.3,91,0,0,,,,,,
2017-10-31 09:00:00,1008.30,77.0,66.2,69,0,0,,,,,,
2017-10-31 12:00:00,1005.17,77.7,67.3,70,2,230,,,,,,
2017-10-31 15:00:00,1004.50,78.8,65.8,64,4,180,,,,,,
2017-11-01 09:00:00,1007.18,80.2,64.0,57,4,160,,,,,,
2017-11-01 15:00:00,1003.94,77.0,66.2,69,4,160,,,,,,
2017-11-02 15:00:00,1003.49,78.8,63.1,58,2,180,,,,,,
2017-11-03 15:00:00,1002.60,78.4,65.5,64,4,180,,,,,,
2017-11-04 06:00:00,1008.41,66.2,64.0,92,4,20,,,,,,
2017-11-04 09:00:00,1008.52,68.4,65.7,91,6,290,,,,,,
2017-11-04 12:00:00,1004.83,74.1,63.9,70,4,340,,,,,,
2017-11-04 15:00:00,1004.16,74.1,65.5,74,4,290,,,,,,
2017-11-05 06:00:00,1008.97,65.8,63.7,92,0,0,,,,,,
2017-11-05 09:00:00,1008.41,72.0,64.8,78,3,20,,,,,,
